common_name,scientific_name,species_group,esa_status,foreign_or_domestic,country
Santa Ana sucker,Catostomus santaanae,Fishes,Threatened,Domestic,United States
Santa Barbara song sparrow,Melospiza melodia graminea,Birds,Extinction,Domestic,United States
Santa Monica Mountains dudleyea,Dudleya cymosa ssp. ovatifolia,Flowering Plants,Threatened,Domestic,United States
Scimitar-horned oryx,Oryx dammah,Mammals,Endangered,Foreign,
Sclater's monal pheasant,Lophophorus sclateri,Birds,Endangered,Foreign,Myanmar (Burma)
Sclater's monal pheasant,Lophophorus sclateri,Birds,Endangered,Foreign,India
Sclater's monal pheasant,Lophophorus sclateri,Birds,Endangered,Foreign,China
Scripps's Murrelet,Synthliboramphus scrippsi,Birds,Species of Concern,Both Domestic and Foreign,
Seabeach amaranth,Amaranthus pumilus,Flowering Plants,Threatened,Domestic,United States
Seaside Sparrow,Ammodramus maritimus,Birds,Species of Concern,Domestic,
Semipalmated Sandpiper,Calidris pusilla,Birds,Species of Concern,Domestic,
Serow,Naemorhedus (=Capricornis) sumatraensis,Mammals,Endangered,Foreign,Indonesia
Seychelles fody (weaver-finch),Foudia sechellarum,Birds,Endangered,Foreign,Seychelles
Seychelles kestrel,Falco araea,Birds,Endangered,Foreign,Seychelles
Seychelles lesser vasa parrot,Coracopsis nigra barklyi,Birds,Endangered,Foreign,Seychelles
Seychelles magpie-robin (thrush),Copsychus sechellarum,Birds,Endangered,Foreign,Seychelles
Seychelles paradise flycatcher,Terpsiphone corvina,Birds,Endangered,Foreign,Seychelles
Seychelles scops owl,Otus magicus (=insularis) insularis,Birds,Endangered,Foreign,Seychelles
Seychelles warbler (old world warbler),Bebrornis sechellensis,Birds,Endangered,Foreign,Seychelles
Sharp shinned hawk,Accipiter striatus,Birds,Species of Concern,Domestic,United States
Sheepnose Mussel,Plethobasus cyphyus,Clams,Endangered,Domestic,United States
Shenandoah salamander,Plethodon shenandoah,Amphibians,Endangered,Domestic,United States
Shiny pigtoe,Fusconaia cor,Clams,Endangered,Domestic,United States
Shinyrayed pocketbook,Lampsilis subangulata,Clams,Endangered,Domestic,United States
Short-billed Dowitcher,Limnodromus griseus,Birds,Species of Concern,Domestic,
Short-eared Owl,Asio flammeus,Birds,Species of Concern,Domestic,
Shortnose sturgeon,Acipenser brevirostrum,Fishes,Endangered,Domestic,
Shortnose Sucker,Chasmistes brevirostris,Fishes,Endangered,Domestic,United States
Shortridge's mouse,Pseudomys shortridgei,Mammals,Endangered,Foreign,Australia
Short's goldenrod,Solidago shortii,Flowering Plants,Endangered,Domestic,United States
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered,Both Domestic and Foreign,Japan
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered,Both Domestic and Foreign,Russia
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered,Both Domestic and Foreign,United States
Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered,Both Domestic and Foreign,Taiwan
short-tailed hawk,Buteo brachyurus,Birds,Species of Concern,Both Domestic and Foreign,
Shovelnose Sturgeon,Scaphirhynchus platorynchus,Fishes,Threatened,Domestic,
Showy Indian clover,Trifolium amoenum,Flowering Plants,Endangered,Domestic,United States
Siamang,Symphalangus syndactylus,Mammals,Endangered,Foreign,Malaysia
Siamang,Symphalangus syndactylus,Mammals,Endangered,Foreign,Indonesia
Siamese crocodile,Crocodylus siamensis,Reptiles,Endangered,Foreign,
Siberian white Crane,Grus leucogeranus,Birds,Endangered,Foreign,Russia
Siberian white Crane,Grus leucogeranus,Birds,Endangered,Foreign,China
Siberian white Crane,Grus leucogeranus,Birds,Endangered,Foreign,Iran
Siberian white Crane,Grus leucogeranus,Birds,Endangered,Foreign,India
Sierra Nevada bighorn sheep,Ovis canadensis sierrae,Mammals,Endangered,Domestic,United States
Sifakas,Propithecus spp.,Mammals,Endangered,Foreign,Madagascar
Slabside Pearlymussel,Pleuronaia dolabelloides,Clams,Endangered,Domestic,United States
Slender chub,Erimystax cahni,Fishes,Threatened,Domestic,United States
Slender-horned gazelle,Gazella leptoceros,Mammals,Endangered,Foreign,Sudan
Slender-horned gazelle,Gazella leptoceros,Mammals,Endangered,Foreign,Algeria
Slender-horned gazelle,Gazella leptoceros,Mammals,Endangered,Foreign,Egypt
Slender-horned gazelle,Gazella leptoceros,Mammals,Endangered,Foreign,Libya
Smalltooth sawfish,Pristis pectinata,Fishes,Endangered,Domestic,
Smalltooth sawfish,Pristis pectinata,Fishes,Endangered,Foreign,
Smith's Longspur,Calcarius pictus,Birds,Species of Concern,Domestic,
Sneed pincushion cactus,Coryphantha sneedii var. sneedii,Flowering Plants,Endangered,Domestic,United States
Snow leopard,Uncia (=Panthera) uncia,Mammals,Endangered,Foreign,
Snowy Owl,Bubo scandiacus,Birds,Species of Concern,Both Domestic and Foreign,
Snowy Plover,Charadrius alexandrinus,Birds,Species of Concern,Domestic,
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Fishes,Threatened,Domestic,
Sockeye salmon,Oncorhynchus (=Salmo) nerka,Fishes,Endangered,Domestic,
Solitary tinamou,Tinamus solitarius,Birds,Endangered,Foreign,Brazil
Solitary tinamou,Tinamus solitarius,Birds,Endangered,Foreign,Paraguay
Solitary tinamou,Tinamus solitarius,Birds,Endangered,Foreign,Argentina
Song Sparrow,Melospiza melodia,Birds,Species of Concern,Domestic,
Song Sparrow,Melospiza melodia maxillaris,Birds,Species of Concern,Domestic,United States
Song Sparrow,Melospiza melodia pusillula,Birds,Species of Concern,Domestic,United States
Song Sparrow,Melospiza melodia samuelis,Birds,Species of Concern,Domestic,United States
Sonora chub,Gila ditaenia,Fishes,Threatened,Both Domestic and Foreign,Mexico
Sonora chub,Gila ditaenia,Fishes,Threatened,Both Domestic and Foreign,United States
Sonoran pronghorn,Antilocapra americana sonoriensis,Mammals,Endangered,Both Domestic and Foreign,United States
Sonoran pronghorn,Antilocapra americana sonoriensis,Mammals,Endangered,Both Domestic and Foreign,Mexico
Sooty Shearwater,Ardenna griseus,Birds,Species of Concern,Domestic,
Sooty Tern,Onychoprion fuscatus,Birds,Species of Concern,Both Domestic and Foreign,
South American (=Brazilian) tapir,Tapirus terrestris,Mammals,Endangered,Foreign,Colombia
South American (=Brazilian) tapir,Tapirus terrestris,Mammals,Endangered,Foreign,Argentina
South American (=Brazilian) tapir,Tapirus terrestris,Mammals,Endangered,Foreign,Paraguay
South American (=Brazilian) tapir,Tapirus terrestris,Mammals,Endangered,Foreign,Venezuela
Southeastern American kestrel,Falco sparverius paulus,Birds,Species of Concern,Domestic,United States
Southeastern beach mouse,Peromyscus polionotus niveiventris,Mammals,Threatened,Domestic,United States
Southern clubshell,Pleurobema decisum,Clams,Endangered,Domestic,United States
Southern combshell,Epioblasma penita,Clams,Endangered,Domestic,United States
Southern mountain wild-buckwheat,Eriogonum kennedyi var. austromontanum,Flowering Plants,Threatened,Domestic,United States
Southern pigtoe,Pleurobema georgianum,Clams,Endangered,Domestic,United States
Southern river otter,Lontra (=Lutra) provocax,Mammals,Endangered,Foreign,Chile
Southern river otter,Lontra (=Lutra) provocax,Mammals,Endangered,Foreign,Argentina
Southern sandshell,Hamiota australis,Clams,Threatened,Domestic,United States
Southern sea otter,Enhydra lutris nereis,Mammals,Threatened,Both Domestic and Foreign,Mexico
Southern sea otter,Enhydra lutris nereis,Mammals,Threatened,Both Domestic and Foreign,United States
South Polar Skua,Stercorarius maccormicki,Birds,Species of Concern,Both Domestic and Foreign,
Southwestern willow flycatcher,Empidonax traillii extimus,Birds,Endangered,Both Domestic and Foreign,United States
Southwestern willow flycatcher,Empidonax traillii extimus,Birds,Endangered,Both Domestic and Foreign,Mexico
Spanish imperial eagle,Aquila heliaca adalberti,Birds,Endangered,Foreign,Morocco
Spanish imperial eagle,Aquila heliaca adalberti,Birds,Endangered,Foreign,Spain
Spanish imperial eagle,Aquila heliaca adalberti,Birds,Endangered,Foreign,Algeria
Spectacled eider,Somateria fischeri,Birds,Threatened,Both Domestic and Foreign,Russia
Spectacled eider,Somateria fischeri,Birds,Threatened,Both Domestic and Foreign,United States
Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered,Both Domestic and Foreign,
Spotted Towhee,Pipilo maculatus,Birds,Species of Concern,Domestic,
Spotted Towhee,Pipilo maculatus clementae,Birds,Species of Concern,Domestic,United States
Spreading avens,Geum radiatum,Flowering Plants,Endangered,Domestic,United States
Spreading navarretia,Navarretia fossalis,Flowering Plants,Threatened,Both Domestic and Foreign,Mexico
Spreading navarretia,Navarretia fossalis,Flowering Plants,Threatened,Both Domestic and Foreign,United States
Spring-loving centaury,Centaurium namophilum,Flowering Plants,Threatened,Domestic,United States
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Colombia
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Costa Rica
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Panama
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Mexico
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Venezuela
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Guatemala
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Nicaragua
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Belize
Staghorn coral,Acropora cervicornis,Corals,Threatened,Both Domestic and Foreign,Honduras
St. Croix ground lizard,Ameiva polops,Reptiles,Endangered,Domestic,United States
St. Croix ground lizard,Ameiva polops,Reptiles,Endangered,Domestic,U.S. Virgin Islands
Steelhead,Oncorhynchus (=Salmo) mykiss,Fishes,Threatened,Domestic,
Steelhead,Oncorhynchus (=Salmo) mykiss,Fishes,Endangered,Domestic,
Steller sea lion,Eumetopias jubatus,Mammals,Endangered,Both Domestic and Foreign,Russia
Steller's Eider,Polysticta stelleri,Birds,Threatened,Domestic,United States
Steller's Eider,Polysticta stelleri,Birds,Threatened,Domestic,Russia
Stephens' kangaroo rat,Dipodomys stephensi (incl. D. cascus),Mammals,Endangered,Domestic,United States
St. Francis River Crayfish,Faxonius quadruncus,Crustaceans,Threatened,Domestic,United States
Stick-nest rat,Leporillus conditor,Mammals,Endangered,Foreign,Australia
St. Lucia parrot,Amazona versicolor,Birds,Endangered,Foreign,Saint Lucia
Streaked Horned lark,Eremophila alpestris strigata,Birds,Threatened,Domestic,United States
Summer tanager,piranga rubra,Birds,Species of Concern,Domestic,
Surf Scoter,Melanitta perspicillata,Birds,Species of Concern,Domestic,
Suwannee moccasinshell,Medionidus walkeri,Clams,Threatened,Domestic,United States
Swallow-tailed Kite,Elanoides forficatus,Birds,Species of Concern,Domestic,
Swamp pink,Helonias bullata,Flowering Plants,Threatened,Domestic,United States
Swinhoe's pheasant,Lophura swinhoii,Birds,Endangered,Foreign,Taiwan
Tahiti flycatcher,Pomarea nigra,Birds,Endangered,Foreign,French Polynesia
Tahiti Petrel,Pseudobulweria rostrata,Birds,Species of Concern,Domestic,
Tampico pearlymussel,Cyrtonaias tampicoensis tecomatensis,Clams,Endangered,Foreign,Mexico
Tan riffleshell,Epioblasma florentina walkeri (=E. walkeri),Clams,Endangered,Domestic,United States
Tar River spinymussel,Elliptio steinstansana,Clams,Endangered,Domestic,United States
Tartaruga,Podocnemis expansa,Reptiles,Endangered,Foreign,
Tasmanian forester kangaroo,Macropus giganteus tasmaniensis,Mammals,Endangered,Foreign,Australia
Tasmanian tiger,Thylacinus cynocephalus,Mammals,Endangered,Foreign,Australia
Taylor's (=whulge) Checkerspot,Euphydryas editha taylori,Insects,Endangered,Domestic,United States
Telephus spurge,Euphorbia telephioides,Flowering Plants,Threatened,Domestic,United States
Texas blind salamander,Typhlomolge rathbuni,Amphibians,Endangered,Domestic,United States
Texas wild-rice,Zizania texana,Flowering Plants,Endangered,Domestic,United States
Thick-billed Murre,Uria lomvia,Birds,Species of Concern,Both Domestic and Foreign,
Thick-billed parrot,Rhynchopsitta pachyrhyncha,Birds,Endangered,Both Domestic and Foreign,Mexico
Thread-leaved brodiaea,Brodiaea filifolia,Flowering Plants,Threatened,Domestic,United States
Three Forks Springsnail,Pyrgulopsis trivialis,Snails,Endangered,Domestic,United States
Tiger,Panthera tigris,Mammals,Endangered,Foreign,
Tobusch fishhook cactus,Sclerocactus brevihamatus ssp. tobuschii,Flowering Plants,Threatened,Domestic,United States
Tomistoma,Tomistoma schlegelii,Reptiles,Endangered,Foreign,Malaysia
Tomistoma,Tomistoma schlegelii,Reptiles,Endangered,Foreign,Indonesia
Topeka shiner,Notropis topeka (=tristis),Fishes,Endangered,Domestic,United States
Toque macaque,Macaca sinica,Mammals,Threatened,Foreign,Sri Lanka
Tree swallow,tachycineta bicolor,Birds,Species of Concern,Domestic,
Tristram's Storm Petrel,Oceanodroma tristrami,Birds,Species of Concern,Domestic,
Trumpeter swan,Cygnus buccinator,Birds,Species of Concern,Domestic,
Turkey vulture,cathartes aura,Birds,Species of Concern,Domestic,
Turks and Caicos iguana,Cyclura carinata carinata,Reptiles,Threatened,Foreign,Turks and Caicos Islands
Unarmored threespine stickleback,Gasterosteus aculeatus williamsoni,Fishes,Endangered,Domestic,United States
Urial,Ovis musimon ophion,Mammals,Endangered,Foreign,Cyprus
Uvillo,Eugenia haematocarpa,Flowering Plants,Endangered,Domestic,United States
Uvillo,Eugenia haematocarpa,Flowering Plants,Endangered,Domestic,Puerto Rico
Vahl's boxwood,Buxus vahlii,Flowering Plants,Endangered,Domestic,United States
Vahl's boxwood,Buxus vahlii,Flowering Plants,Endangered,Domestic,U.S. Virgin Islands
Vahl's boxwood,Buxus vahlii,Flowering Plants,Endangered,Domestic,Puerto Rico
Valley elderberry longhorn beetle,Desmocerus californicus dimorphus,Insects,Threatened,Domestic,United States
Varied Bunting,Passerina versicolor,Birds,Species of Concern,Domestic,
Veery,Catharus fuscescens salicicola,Birds,Species of Concern,Both Domestic and Foreign,
Veery,Catharus fuscescens subpallidus,Birds,Species of Concern,Both Domestic and Foreign,
Vicuna,Vicugna vicugna,Mammals,Endangered,Foreign,
Vicuna,Vicugna vicugna,Mammals,Threatened,Foreign,
Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Mammals,Endangered,Domestic,United States
Virginia round-leaf birch,Betula uber,Flowering Plants,Threatened,Domestic,United States
Virginia's Warbler,Vermivora virginiae,Birds,Species of Concern,Domestic,
Virgin Islands tree boa,Chilabothrus granti,Reptiles,Endangered,Both Domestic and Foreign,Puerto Rico
Virgin Islands tree boa,Chilabothrus granti,Reptiles,Endangered,Both Domestic and Foreign,U.S. Virgin Islands
Virgin Islands tree boa,Chilabothrus granti,Reptiles,Endangered,Both Domestic and Foreign,British Virgin Islands
Virgin Islands tree boa,Chilabothrus granti,Reptiles,Endangered,Both Domestic and Foreign,United States
Volcano rabbit,Romerolagus diazi,Mammals,Endangered,Foreign,Mexico
Watling Island ground iguana,Cyclura rileyi rileyi,Reptiles,Endangered,Foreign,Bahamas
West African manatee,Trichechus senegalensis,Mammals,Threatened,Foreign,
Western bluebird,sialia mexicana,Birds,Species of Concern,Domestic,
Western burrowing owl,Athene cunicularia ssp. hypugaea,Birds,Species of Concern,Both Domestic and Foreign,United States
Western burrowing owl,Athene cunicularia ssp. hypugaea,Birds,Species of Concern,Both Domestic and Foreign,Mexico
Western burrowing owl,Athene cunicularia ssp. hypugaea,Birds,Species of Concern,Both Domestic and Foreign,Canada
Western giant eland,Taurotragus derbianus derbianus,Mammals,Endangered,Foreign,Ivory Coast
Western giant eland,Taurotragus derbianus derbianus,Mammals,Endangered,Foreign,Senegal
Western grebe,aechmophorus occidentalis,Birds,Species of Concern,Domestic,
Western mouse,Pseudomys occidentalis,Mammals,Endangered,Foreign,Australia
Western prairie fringed Orchid,Platanthera praeclara,Flowering Plants,Threatened,Both Domestic and Foreign,Canada
Western prairie fringed Orchid,Platanthera praeclara,Flowering Plants,Threatened,Both Domestic and Foreign,United States
Western Screech-Owl,Megascops kennicottii kennicottii,Birds,Species of Concern,Both Domestic and Foreign,
Western snowy plover,Charadrius nivosus nivosus,Birds,Threatened,Both Domestic and Foreign,United States
Western snowy plover,Charadrius nivosus nivosus,Birds,Threatened,Both Domestic and Foreign,Mexico
Western tragopan pheasant,Tragopan melanocephalus,Birds,Endangered,Foreign,India
Western tragopan pheasant,Tragopan melanocephalus,Birds,Endangered,Foreign,Pakistan
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Brazil
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,French Guiana
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Jamaica
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Bahamas
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Guyana
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Costa Rica
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Trinidad and Tobago
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Mexico
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,El Salvador
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Puerto Rico
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Panama
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Venezuela
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Belize
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Colombia
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Nicaragua
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Guatemala
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Cuba
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Haiti
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Dominican Republic
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,U.S. Virgin Islands
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,United States
West Indian Manatee,Trichechus manatus,Mammals,Threatened,Both Domestic and Foreign,Honduras
West Indian whistling duck,Dendrocygna arborea,Birds,Species of Concern,Domestic,United States
Whimbrel,Numenius phaeopus,Birds,Species of Concern,Domestic,
Whiskered Screech-Owl,Megascops trichopsis,Birds,Species of Concern,Both Domestic and Foreign,
White catspaw (pearlymussel),Epioblasma obliquata perobliqua,Clams,Endangered,Domestic,United States
White Cay ground iguana,Cyclura rileyi cristata,Reptiles,Threatened,Foreign,Bahamas
White-crowned pigeon,Patagioenas leucocephala,Birds,Species of Concern,Domestic,United States
White eared pheasant,Crossoptilon crossoptilon,Birds,Endangered,Foreign,India
White eared pheasant,Crossoptilon crossoptilon,Birds,Endangered,Foreign,China
White-faced ibis,Plegadis chihi,Birds,Species of Concern,Both Domestic and Foreign,United States
White-faced ibis,Plegadis chihi,Birds,Species of Concern,Both Domestic and Foreign,Mexico
White fringeless orchid,Platanthera integrilabia,Flowering Plants,Threatened,Domestic,United States
White headed Woodpecker,Picoides albolarvatus,Birds,Species of Concern,Domestic,
White-naped Crane,Grus vipio,Birds,Endangered,Foreign,Mongolia
White-necked crow,Corvus leucognaphalus,Birds,Endangered,Domestic,Dominican Republic
White-necked crow,Corvus leucognaphalus,Birds,Endangered,Domestic,Haiti
White sturgeon,Acipenser transmontanus,Fishes,Endangered,Both Domestic and Foreign,United States
White sturgeon,Acipenser transmontanus,Fishes,Endangered,Both Domestic and Foreign,Canada
White-tailed Tropicbird,Phaethon lepturus catesbyi,Birds,Species of Concern,Both Domestic and Foreign,
White-winged Scoter,Melanitta fusca,Birds,Species of Concern,Domestic,
White-winged wood duck,Cairina scutulata,Birds,Endangered,Foreign,Indonesia
White-winged wood duck,Cairina scutulata,Birds,Endangered,Foreign,Thailand
White-winged wood duck,Cairina scutulata,Birds,Endangered,Foreign,India
White-winged wood duck,Cairina scutulata,Birds,Endangered,Foreign,Malaysia
Whooping crane,Grus americana,Birds,Endangered,Both Domestic and Foreign,United States
Whooping crane,Grus americana,Birds,Endangered,Both Domestic and Foreign,Canada
Willet,Tringa semipalmata,Birds,Species of Concern,Both Domestic and Foreign,
Williamson's Sapsucker,Sphyrapicus thyroideus,Birds,Species of Concern,Domestic,
Willow Flycatcher,Empidonax traillii,Birds,Species of Concern,Domestic,
Willowy monardella,Monardella viminea,Flowering Plants,Endangered,Both Domestic and Foreign,Mexico
Willowy monardella,Monardella viminea,Flowering Plants,Endangered,Both Domestic and Foreign,United States
Wilson's Plover,Charadrius wilsonia,Birds,Species of Concern,Domestic,
Wilson's Storm-Petrel,Oceanites oceanicus,Birds,Species of Concern,Domestic,
Winged Mapleleaf,Quadrula fragosa,Clams,Endangered,Domestic,United States
Wood Bison,Bison bison athabascae,Mammals,Threatened,Both Domestic and Foreign,United States
Wood Bison,Bison bison athabascae,Mammals,Threatened,Both Domestic and Foreign,Canada
Woodland Caribou,Rangifer tarandus caribou,Mammals,Endangered,Both Domestic and Foreign,United States
Woodland Caribou,Rangifer tarandus caribou,Mammals,Endangered,Both Domestic and Foreign,Canada
Wood stork,Mycteria americana,Birds,Threatened,Domestic,United States
Wood Thrush,Hylocichla mustelina,Birds,Species of Concern,Domestic,
Woundfin,Plagopterus argentissimus,Fishes,Endangered,Domestic,United States
Wrentit,Chamaea fasciata,Birds,Species of Concern,Both Domestic and Foreign,
Wyoming Toad,Bufo hemiophrys baxteri,Amphibians,Endangered,Domestic,United States
Yacare Caiman,Caiman yacare,Reptiles,Threatened,Foreign,Argentina
Yacare Caiman,Caiman yacare,Reptiles,Threatened,Foreign,Bolivia
Yacare Caiman,Caiman yacare,Reptiles,Threatened,Foreign,Brazil
Yacare Caiman,Caiman yacare,Reptiles,Threatened,Foreign,Peru
Yellow-bellied sapsucker,sphyrapicus varius,Birds,Species of Concern,Domestic,
Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened,Both Domestic and Foreign,Mexico
Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened,Both Domestic and Foreign,Canada
Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened,Both Domestic and Foreign,United States
Yellow-billed Magpie,Pica nuttalli,Birds,Species of Concern,Domestic,
Yellow blossom (pearlymussel),Epioblasma florentina florentina,Clams,Endangered,Domestic,United States
Yellow-breasted Crake,Porzana flaviventer,Birds,Species of Concern,Domestic,
Yellowcheek Darter,Etheostoma moorei,Fishes,Endangered,Domestic,United States
Yellow lampmussel,Lampsilis cariosa,Clams,Species of Concern,Both Domestic and Foreign,United States
Yellow lampmussel,Lampsilis cariosa,Clams,Species of Concern,Both Domestic and Foreign,Canada
Yellow Rail,Coturnicops noveboracensis,Birds,Species of Concern,Domestic,
Yellow-shouldered blackbird,Agelaius xanthomus,Birds,Endangered,Domestic,United States
Yellow-shouldered blackbird,Agelaius xanthomus,Birds,Endangered,Domestic,Puerto Rico
Yellow Warbler,Dendroica petechia gundlachi,Birds,Species of Concern,Domestic,
Yuma Ridgways (clapper) rail,Rallus obsoletus [=longirostris] yumanensis,Birds,Endangered,Both Domestic and Foreign,United States
Zanzibar red colobus monkey,Procolobus (=Colobus) pennantii (=kirki) kirki,Mammals,Endangered,Foreign,Tanzania
Zanzibar suni,Neotragus moschatus moschatus,Mammals,Endangered,Foreign,Tanzania
