"common_name","esa_status","species_group","state"
"Akekee","Endangered","Birds","Hawaii"
"Akikiki","Endangered","Birds","Hawaii"
"Alabama beach mouse","Endangered","Mammals","Alabama"
"Alabama canebrake pitcher-plant","Endangered","Flowering Plants","Alabama"
"Alabama lampmussel","Endangered","Clams","Tennessee"
"Alabama lampmussel","Endangered","Clams","Alabama"
"Alabama leather flower","Endangered","Flowering Plants","Alabama"
"Alabama leather flower","Endangered","Flowering Plants","Georgia"
"Alabama moccasinshell","Threatened","Clams","Alabama"
"Alabama moccasinshell","Threatened","Clams","Georgia"
"Alabama moccasinshell","Threatened","Clams","Tennessee"
"Alabama moccasinshell","Threatened","Clams","Mississippi"
"Alabama pearlshell","Endangered","Clams","Alabama"
"American alligator","Threatened","Reptiles","Florida"
"American alligator","Threatened","Reptiles","Oklahoma"
"American alligator","Threatened","Reptiles","North Carolina"
"American burying beetle","Threatened","Insects","Rhode Island"
"American burying beetle","Threatened","Insects","Texas"
"American burying beetle","Threatened","Insects","Massachusetts"
"American burying beetle","Threatened","Insects","South Dakota"
"American burying beetle","Threatened","Insects","Ohio"
"American burying beetle","Threatened","Insects","Arkansas"
"American burying beetle","Threatened","Insects","Oklahoma"
"American burying beetle","Threatened","Insects","Kansas"
"American burying beetle","Threatened","Insects","Nebraska"
"American crocodile","Threatened","Reptiles","Florida"
"Anastasia Island beach mouse","Endangered","Mammals","Florida"
"Apache trout","Threatened","Fishes","Arizona"
"Applegate's milk-vetch","Endangered","Flowering Plants","California"
"Applegate's milk-vetch","Endangered","Flowering Plants","Oregon"
"Arizona hedgehog cactus","Endangered","Flowering Plants","Arizona"
"Arkansas fatmucket","Threatened","Clams","Arkansas"
"Arroyo (=arroyo southwestern) toad","Endangered","Amphibians","California"
"Ash Meadows Amargosa pupfish","Endangered","Fishes","Nevada"
"Ash Meadows gumplant","Threatened","Flowering Plants","Nevada"
"Ash Meadows ivesia","Threatened","Flowering Plants","Nevada"
"Ash meadows milk-vetch","Threatened","Flowering Plants","Nevada"
"Ash Meadows naucorid","Threatened","Insects","Nevada"
"Ash Meadows speckled dace","Endangered","Fishes","Nevada"
"Atlantic puffin","Species of Concern","Birds","Maine"
"Atlantic salmon","Endangered","Fishes","Maine"
"Atlantic sturgeon (Gulf subspecies)","Threatened","Fishes","Louisiana"
"Atlantic sturgeon (Gulf subspecies)","Threatened","Fishes","Florida"
"Atlantic sturgeon (Gulf subspecies)","Threatened","Fishes","Alabama"
"Atlantic sturgeon (Gulf subspecies)","Threatened","Fishes","Mississippi"
"Audubon's crested caracara","Threatened","Birds","Florida"
"Austin blind Salamander","Endangered","Amphibians","Texas"
"Bachman's sparrow","Species of Concern","Birds","Florida"
"Bachman's sparrow","Species of Concern","Birds","Virginia"
"Band-rumped storm-petrel","Endangered","Birds","Hawaii"
"Barton Springs salamander","Endangered","Amphibians","Texas"
"Bay checkerspot butterfly","Threatened","Insects","California"
"Beach layia","Endangered","Flowering Plants","California"
"Beautiful goetzea","Endangered","Flowering Plants","Puerto Rico"
"Beautiful shiner","Threatened","Fishes","Arizona"
"Beautiful shiner","Threatened","Fishes","New Mexico"
"Behren's silverspot butterfly","Endangered","Insects","California"
"Benton County cave crayfish","Endangered","Crustaceans","Arkansas"
"Benton County cave crayfish","Endangered","Crustaceans","Missouri"
"Big Bend gambusia","Endangered","Fishes","Texas"
"Big Creek Crayfish","Threatened","Crustaceans","Missouri"
"Black-capped petrel","Threatened","Birds","North Carolina"
"Black-capped petrel","Threatened","Birds","Georgia"
"Black-capped petrel","Threatened","Birds","South Carolina"
"Black-footed ferret","Endangered","Mammals","New Mexico"
"Black-footed ferret","Endangered","Mammals","Montana"
"Black-footed ferret","Endangered","Mammals","Colorado"
"Black-footed ferret","Endangered","Mammals","Kansas"
"Black-footed ferret","Endangered","Mammals","Arizona"
"Black-footed ferret","Endangered","Mammals","South Dakota"
"Black pine snake","Threatened","Reptiles","Mississippi"
"Black pine snake","Threatened","Reptiles","Alabama"
"Black Rail","Species of Concern","Birds","Indiana"
"Black Rail","Species of Concern","Birds","Alabama"
"Black Rail","Species of Concern","Birds","Connecticut"
"Black Rail","Species of Concern","Birds","Pennsylvania"
"Black Rail","Species of Concern","Birds","Virgin Islands"
"Black Rail","Species of Concern","Birds","Maryland"
"Black Rail","Species of Concern","Birds","Delaware"
"Black Rail","Species of Concern","Birds","West Virginia"
"Black Rail","Species of Concern","Birds","Colorado"
"Black Rail","Species of Concern","Birds","Oklahoma"
"Black Rail","Species of Concern","Birds","Kansas"
"Black Rail","Species of Concern","Birds","Kentucky"
"Black Rail","Species of Concern","Birds","Massachusetts"
"Black Rail","Species of Concern","Birds","Texas"
"Black Rail","Species of Concern","Birds","New York"
"Black Rail","Species of Concern","Birds","Virginia"
"Black Rail","Species of Concern","Birds","Rhode Island"
"Black Rail","Species of Concern","Birds","Arkansas"
"Black Rail","Species of Concern","Birds","Ohio"
"Black Rail","Species of Concern","Birds","Georgia"
"Black Rail","Species of Concern","Birds","Tennessee"
"Black Rail","Species of Concern","Birds","South Carolina"
"Black Rail","Species of Concern","Birds","Louisiana"
"Black Rail","Species of Concern","Birds","Michigan"
"Black Rail","Species of Concern","Birds","North Carolina"
"Black Rail","Species of Concern","Birds","Iowa"
"Black Rail","Species of Concern","Birds","Illinois"
"Black Rail","Species of Concern","Birds","Florida"
"Black Rail","Species of Concern","Birds","Mississippi"
"Black Rail","Species of Concern","Birds","New Jersey"
"Black Rail","Species of Concern","Birds","Puerto Rico"
"Black Rail","Species of Concern","Birds","Missouri"
"Black tern","Species of Concern","Birds","Colorado"
"Black tern","Species of Concern","Birds","Washington"
"Black tern","Species of Concern","Birds","North Dakota"
"Black tern","Species of Concern","Birds","Missouri"
"Black tern","Species of Concern","Birds","Idaho"
"Black tern","Species of Concern","Birds","Wisconsin"
"Black tern","Species of Concern","Birds","Kansas"
"Black tern","Species of Concern","Birds","New York"
"Black tern","Species of Concern","Birds","South Dakota"
"Black tern","Species of Concern","Birds","Maine"
"Black tern","Species of Concern","Birds","Nevada"
"Black tern","Species of Concern","Birds","Ohio"
"Black tern","Species of Concern","Birds","Indiana"
"Black tern","Species of Concern","Birds","Michigan"
"Black tern","Species of Concern","Birds","Utah"
"Black tern","Species of Concern","Birds","Nebraska"
"Black tern","Species of Concern","Birds","California"
"Black tern","Species of Concern","Birds","Montana"
"Black tern","Species of Concern","Birds","Illinois"
"Black tern","Species of Concern","Birds","Iowa"
"Black tern","Species of Concern","Birds","Wyoming"
"Black tern","Species of Concern","Birds","Oregon"
"Black tern","Species of Concern","Birds","Minnesota"
"Black toad","Species of Concern","Amphibians","California"
"Black warrior (=Sipsey Fork) Waterdog","Endangered","Amphibians","Alabama"
"Blowout penstemon","Endangered","Flowering Plants","Wyoming"
"Blowout penstemon","Endangered","Flowering Plants","Nebraska"
"Blunt-nosed leopard lizard","Endangered","Reptiles","California"
"bog turtle","Threatened","Reptiles","New York"
"bog turtle","Threatened","Reptiles","South Carolina"
"bog turtle","Threatened","Reptiles","New Jersey"
"bog turtle","Threatened","Reptiles","Massachusetts"
"bog turtle","Threatened","Reptiles","North Carolina"
"bog turtle","Threatened","Reptiles","Tennessee"
"bog turtle","Threatened","Reptiles","Pennsylvania"
"bog turtle","Threatened","Reptiles","Maryland"
"bog turtle","Threatened","Reptiles","Delaware"
"bog turtle","Threatened","Reptiles","Connecticut"
"Bonytail","Endangered","Fishes","California"
"Bonytail","Endangered","Fishes","Utah"
"Bonytail","Endangered","Fishes","Arizona"
"Bonytail","Endangered","Fishes","Colorado"
"Bonytail","Endangered","Fishes","Nevada"
"Bristle-thighed curlew","Species of Concern","Birds","American Samoa"
"Buena Vista Lake ornate Shrew","Endangered","Mammals","California"
"Bull Trout","Threatened","Fishes","Oregon"
"Bull Trout","Threatened","Fishes","Idaho"
"Bull Trout","Threatened","Fishes","Montana"
"Bull Trout","Threatened","Fishes","Washington"
"Bull Trout","Threatened","Fishes","Nevada"
"Bunched arrowhead","Endangered","Flowering Plants","South Carolina"
"Bunched arrowhead","Endangered","Flowering Plants","North Carolina"
"California clapper rail","Endangered","Birds","California"
"California condor","Endangered","Birds","Arizona"
"California condor","Endangered","Birds","Nevada"
"California condor","Endangered","Birds","Colorado"
"California condor","Endangered","Birds","California"
"California condor","Endangered","Birds","Utah"
"California least tern","Endangered","Birds","California"
"California least tern","Endangered","Birds","Arizona"
"California red-legged frog","Threatened","Amphibians","California"
"California seablite","Endangered","Flowering Plants","California"
"California tiger Salamander","Threatened","Amphibians","California"
"California tiger Salamander","Endangered","Amphibians","California"
"Callippe silverspot butterfly","Endangered","Insects","California"
"Canada Lynx","Threatened","Mammals","Minnesota"
"Canada Lynx","Threatened","Mammals","Vermont"
"Canada Lynx","Threatened","Mammals","Colorado"
"Canada Lynx","Threatened","Mammals","Michigan"
"Canada Lynx","Threatened","Mammals","Utah"
"Canada Lynx","Threatened","Mammals","Oregon"
"Canada Lynx","Threatened","Mammals","Idaho"
"Canada Lynx","Threatened","Mammals","Wisconsin"
"Canada Lynx","Threatened","Mammals","New Mexico"
"Canada Lynx","Threatened","Mammals","Montana"
"Canada Lynx","Threatened","Mammals","New Hampshire"
"Canada Lynx","Threatened","Mammals","Maine"
"Canada Lynx","Threatened","Mammals","Washington"
"Canada Lynx","Threatened","Mammals","Wyoming"
"Canby's dropwort","Endangered","Flowering Plants","Georgia"
"Canby's dropwort","Endangered","Flowering Plants","Maryland"
"Canby's dropwort","Endangered","Flowering Plants","Delaware"
"Canby's dropwort","Endangered","Flowering Plants","North Carolina"
"Canby's dropwort","Endangered","Flowering Plants","South Carolina"
"Candy darter","Endangered","Fishes","West Virginia"
"Candy darter","Endangered","Fishes","Virginia"
"Cape Sable seaside sparrow","Endangered","Birds","Florida"
"Carolina heelsplitter","Endangered","Clams","North Carolina"
"Carolina heelsplitter","Endangered","Clams","South Carolina"
"Casey's June Beetle","Endangered","Insects","California"
"Cheat Mountain salamander","Threatened","Amphibians","West Virginia"
"Cherokee darter","Threatened","Fishes","Georgia"
"Chihuahua chub","Threatened","Fishes","New Mexico"
"Chittenango ovate amber snail","Threatened","Snails","New York"
"Chucky Madtom","Endangered","Fishes","Tennessee"
"Chupacallos","Endangered","Flowering Plants","Puerto Rico"
"Clay-Loving wild buckwheat","Endangered","Flowering Plants","Colorado"
"Clay phacelia","Endangered","Flowering Plants","Utah"
"Clubshell","Endangered","Clams","Illinois"
"Clubshell","Endangered","Clams","Tennessee"
"Clubshell","Endangered","Clams","Ohio"
"Clubshell","Endangered","Clams","Indiana"
"Clubshell","Endangered","Clams","Michigan"
"Clubshell","Endangered","Clams","New York"
"Clubshell","Endangered","Clams","Kentucky"
"Clubshell","Endangered","Clams","West Virginia"
"Clubshell","Endangered","Clams","Pennsylvania"
"Clubshell","Endangered","Clams","Mississippi"
"Coachella Valley fringe-toed lizard","Threatened","Reptiles","California"
"Cobana negra","Threatened","Flowering Plants","Puerto Rico"
"Colorado hookless Cactus","Threatened","Flowering Plants","Colorado"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","New Mexico"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","Utah"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","California"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","Colorado"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","Wyoming"
"Colorado pikeminnow (=squawfish)","Endangered","Fishes","Arizona"
"Columbia Basin Pygmy Rabbit","Endangered","Mammals","Washington"
"Columbian white-tailed deer","Threatened","Mammals","Washington"
"Columbian white-tailed deer","Threatened","Mammals","Oregon"
"Comanche-peak prairie-clover","Species of Concern","Flowering Plants","Texas"
"Comanche Springs pupfish","Endangered","Fishes","Texas"
"Common tern","Species of Concern","Birds","Wisconsin"
"Common tern","Species of Concern","Birds","New York"
"Common tern","Species of Concern","Birds","Illinois"
"Common tern","Species of Concern","Birds","Michigan"
"Common tern","Species of Concern","Birds","Indiana"
"Common tern","Species of Concern","Birds","Pennsylvania"
"Common tern","Species of Concern","Birds","Minnesota"
"Common tern","Species of Concern","Birds","Ohio"
"Common Yellowthroat","Species of Concern","Birds","California"
"Cook's lomatium","Endangered","Flowering Plants","Oregon"
"Cooper's hawk","Species of Concern","Birds","California"
"Coosa moccasinshell","Endangered","Clams","Alabama"
"Coosa moccasinshell","Endangered","Clams","Georgia"
"Coosa moccasinshell","Endangered","Clams","Tennessee"
"Copperbelly water snake","Threatened","Reptiles","Indiana"
"Copperbelly water snake","Threatened","Reptiles","Ohio"
"Copperbelly water snake","Threatened","Reptiles","Michigan"
"Cumberland bean (pearlymussel)","Endangered","Clams","Tennessee"
"Cumberland bean (pearlymussel)","Endangered","Clams","Kentucky"
"Cumberland darter","Endangered","Fishes","Tennessee"
"Cumberland darter","Endangered","Fishes","Kentucky"
"Cumberlandian combshell","Endangered","Clams","Tennessee"
"Cumberlandian combshell","Endangered","Clams","Virginia"
"Cumberlandian combshell","Endangered","Clams","Kentucky"
"Cumberlandian combshell","Endangered","Clams","Mississippi"
"Cumberland pigtoe","Endangered","Clams","Tennessee"
"Dakota Skipper","Threatened","Insects","Minnesota"
"Dakota Skipper","Threatened","Insects","North Dakota"
"Dakota Skipper","Threatened","Insects","Iowa"
"Dakota Skipper","Threatened","Insects","South Dakota"
"DeBeque phacelia","Threatened","Flowering Plants","Colorado"
"Delhi Sands flower-loving fly","Endangered","Insects","California"
"Delta green ground beetle","Threatened","Insects","California"
"Delta smelt","Threatened","Fishes","California"
"Desert pupfish","Endangered","Fishes","Arizona"
"Desert pupfish","Endangered","Fishes","California"
"Desert tortoise","Threatened","Reptiles","Arizona"
"Desert tortoise","Threatened","Reptiles","California"
"Desert tortoise","Threatened","Reptiles","Utah"
"Desert tortoise","Threatened","Reptiles","Nevada"
"Desert tortoise","Threatened","Reptiles","Oregon"
"Devils Hole pupfish","Endangered","Fishes","Nevada"
"Devils River minnow","Threatened","Fishes","Texas"
"diamond Darter","Endangered","Fishes","Tennessee"
"diamond Darter","Endangered","Fishes","West Virginia"
"Dolly Varden","Threatened","Fishes","Washington"
"Dromedary pearlymussel","Endangered","Clams","Kentucky"
"Dromedary pearlymussel","Endangered","Clams","Virginia"
"Dromedary pearlymussel","Endangered","Clams","Tennessee"
"Dromedary pearlymussel","Endangered","Clams","Alabama"
"Dudley Bluffs bladderpod","Threatened","Flowering Plants","Colorado"
"Dudley Bluffs twinpod","Threatened","Flowering Plants","Colorado"
"dusky gopher frog","Endangered","Amphibians","Alabama"
"dusky gopher frog","Endangered","Amphibians","Mississippi"
"Dwarf wedgemussel","Endangered","Clams","Virginia"
"Dwarf wedgemussel","Endangered","Clams","New Jersey"
"Dwarf wedgemussel","Endangered","Clams","New Hampshire"
"Dwarf wedgemussel","Endangered","Clams","Vermont"
"Dwarf wedgemussel","Endangered","Clams","North Carolina"
"Dwarf wedgemussel","Endangered","Clams","Connecticut"
"Dwarf wedgemussel","Endangered","Clams","Pennsylvania"
"Dwarf wedgemussel","Endangered","Clams","Maryland"
"Dwarf wedgemussel","Endangered","Clams","New York"
"Dwarf wedgemussel","Endangered","Clams","Massachusetts"
"Eastern Black rail","Threatened","Birds","New York"
"Eastern Black rail","Threatened","Birds","Massachusetts"
"Eastern Black rail","Threatened","Birds","Texas"
"Eastern Black rail","Threatened","Birds","Virginia"
"Eastern Black rail","Threatened","Birds","Kentucky"
"Eastern Black rail","Threatened","Birds","Kansas"
"Eastern Black rail","Threatened","Birds","Puerto Rico"
"Eastern Black rail","Threatened","Birds","Minnesota"
"Eastern Black rail","Threatened","Birds","Pennsylvania"
"Eastern Black rail","Threatened","Birds","Maryland"
"Eastern Black rail","Threatened","Birds","Virgin Islands"
"Eastern Black rail","Threatened","Birds","Colorado"
"Eastern Black rail","Threatened","Birds","Delaware"
"Eastern Black rail","Threatened","Birds","Illinois"
"Eastern Black rail","Threatened","Birds","Mississippi"
"Eastern Black rail","Threatened","Birds","West Virginia"
"Eastern Black rail","Threatened","Birds","Oklahoma"
"Eastern Black rail","Threatened","Birds","Florida"
"Eastern Black rail","Threatened","Birds","Tennessee"
"Eastern Black rail","Threatened","Birds","Georgia"
"Eastern Black rail","Threatened","Birds","Ohio"
"Eastern Black rail","Threatened","Birds","Arkansas"
"Eastern Black rail","Threatened","Birds","Vermont"
"Eastern Black rail","Threatened","Birds","Rhode Island"
"Eastern Black rail","Threatened","Birds","Alabama"
"Eastern Black rail","Threatened","Birds","Nebraska"
"Eastern Black rail","Threatened","Birds","Michigan"
"Eastern Black rail","Threatened","Birds","Indiana"
"Eastern Black rail","Threatened","Birds","Louisiana"
"Eastern Black rail","Threatened","Birds","South Carolina"
"Eastern Black rail","Threatened","Birds","New Jersey"
"Eastern Black rail","Threatened","Birds","New Hampshire"
"Eastern Black rail","Threatened","Birds","Connecticut"
"Eastern Black rail","Threatened","Birds","Wisconsin"
"Eastern Black rail","Threatened","Birds","Missouri"
"Eastern Black rail","Threatened","Birds","New Mexico"
"Eastern Black rail","Threatened","Birds","North Carolina"
"Eastern Hellbender Missouri DPS","Endangered","Amphibians","Missouri"
"Eastern indigo snake","Threatened","Reptiles","Georgia"
"Eastern indigo snake","Threatened","Reptiles","Alabama"
"Eastern indigo snake","Threatened","Reptiles","Florida"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Ohio"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","New York"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Wisconsin"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Indiana"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Pennsylvania"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Iowa"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Illinois"
"Eastern Massasauga (=rattlesnake)","Threatened","Reptiles","Michigan"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Arkansas"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Virginia"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Maine"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Ohio"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Michigan"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Indiana"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Missouri"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Wisconsin"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Pennsylvania"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","West Virginia"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Minnesota"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Illinois"
"Eastern prairie fringed orchid","Threatened","Flowering Plants","Iowa"
"Elfin-woods warbler","Threatened","Birds","Puerto Rico"
"El Segundo blue butterfly","Endangered","Insects","California"
"Eskimo curlew","Endangered","Birds","Alaska"
"Eskimo curlew","Endangered","Birds","Nebraska"
"Eskimo curlew","Endangered","Birds","Texas"
"Everglade snail kite","Endangered","Birds","Florida"
"Fanshell","Endangered","Clams","Ohio"
"Fanshell","Endangered","Clams","Virginia"
"Fanshell","Endangered","Clams","Kentucky"
"Fanshell","Endangered","Clams","West Virginia"
"Fanshell","Endangered","Clams","Illinois"
"Fanshell","Endangered","Clams","Indiana"
"Fanshell","Endangered","Clams","Alabama"
"Fanshell","Endangered","Clams","Tennessee"
"Fat pocketbook","Endangered","Clams","Mississippi"
"Fat pocketbook","Endangered","Clams","Indiana"
"Fat pocketbook","Endangered","Clams","Louisiana"
"Fat pocketbook","Endangered","Clams","Missouri"
"Fat pocketbook","Endangered","Clams","Tennessee"
"Fat pocketbook","Endangered","Clams","Arkansas"
"Fat pocketbook","Endangered","Clams","Kentucky"
"Fat pocketbook","Endangered","Clams","Illinois"
"Fat threeridge (mussel)","Endangered","Clams","Georgia"
"Fat threeridge (mussel)","Endangered","Clams","Florida"
"Fender's blue butterfly","Endangered","Insects","Oregon"
"Finerayed pigtoe","Endangered","Clams","Tennessee"
"Finerayed pigtoe","Endangered","Clams","Alabama"
"Finerayed pigtoe","Endangered","Clams","Virginia"
"Flattened musk turtle","Threatened","Reptiles","Alabama"
"Florida bonneted bat","Endangered","Mammals","Florida"
"Florida grasshopper sparrow","Endangered","Birds","Florida"
"Florida panther","Endangered","Mammals","Florida"
"Florida salt marsh vole","Endangered","Mammals","Florida"
"Florida scrub-jay","Threatened","Birds","Florida"
"Fluted kidneyshell","Endangered","Clams","Virginia"
"Fluted kidneyshell","Endangered","Clams","Tennessee"
"Fluted kidneyshell","Endangered","Clams","Kentucky"
"Flying earwig Hawaiian damselfly","Endangered","Insects","Hawaii"
"Fountain darter","Endangered","Fishes","Texas"
"Fringed campion","Endangered","Flowering Plants","Georgia"
"Fringed campion","Endangered","Flowering Plants","Florida"
"Fulvous whistling duck","Species of Concern","Birds","Arizona"
"Fulvous whistling duck","Species of Concern","Birds","California"
"Gentner's Fritillary","Endangered","Flowering Plants","Oregon"
"Gentner's Fritillary","Endangered","Flowering Plants","California"
"Georgetown Salamander","Threatened","Amphibians","Texas"
"Giant garter snake","Threatened","Reptiles","California"
"Gierisch mallow","Endangered","Flowering Plants","Arizona"
"Gierisch mallow","Endangered","Flowering Plants","Utah"
"Gila trout","Threatened","Fishes","New Mexico"
"Gila trout","Threatened","Fishes","Arizona"
"Golden-cheeked warbler (=wood)","Endangered","Birds","Texas"
"Golden eagle","Species of Concern","Birds","Texas"
"Golden eagle","Species of Concern","Birds","Montana"
"golden paintbrush","Threatened","Flowering Plants","Washington"
"golden paintbrush","Threatened","Flowering Plants","Oregon"
"Goldline darter","Threatened","Fishes","Tennessee"
"Goldline darter","Threatened","Fishes","Georgia"
"Goldline darter","Threatened","Fishes","Alabama"
"Gopher tortoise","Threatened","Reptiles","Alabama"
"Gopher tortoise","Threatened","Reptiles","Mississippi"
"Gopher tortoise","Threatened","Reptiles","Louisiana"
"Gray bat","Endangered","Mammals","Arkansas"
"Gray bat","Endangered","Mammals","Tennessee"
"Gray bat","Endangered","Mammals","Missouri"
"Gray bat","Endangered","Mammals","Kentucky"
"Gray bat","Endangered","Mammals","West Virginia"
"Gray bat","Endangered","Mammals","Virginia"
"Gray bat","Endangered","Mammals","Georgia"
"Gray bat","Endangered","Mammals","Oklahoma"
"Gray bat","Endangered","Mammals","Illinois"
"Gray bat","Endangered","Mammals","Mississippi"
"Gray bat","Endangered","Mammals","Indiana"
"Gray bat","Endangered","Mammals","Florida"
"Gray bat","Endangered","Mammals","North Carolina"
"Gray bat","Endangered","Mammals","Alabama"
"Gray bat","Endangered","Mammals","Kansas"
"Greenback Cutthroat trout","Threatened","Fishes","Utah"
"Greenback Cutthroat trout","Threatened","Fishes","Colorado"
"Green pitcher-plant","Endangered","Flowering Plants","North Carolina"
"Green pitcher-plant","Endangered","Flowering Plants","Georgia"
"Green pitcher-plant","Endangered","Flowering Plants","Alabama"
"Green sea turtle","Threatened","Reptiles","South Carolina"
"Green sea turtle","Threatened","Reptiles","Virginia"
"Green sea turtle","Threatened","Reptiles","Texas"
"Green sea turtle","Threatened","Reptiles","North Carolina"
"Green sea turtle","Threatened","Reptiles","Florida"
"Green sea turtle","Endangered","Reptiles","Northern Mariana Islands"
"Green sea turtle","Endangered","Reptiles","Guam"
"Green sea turtle","Endangered","Reptiles","Palau"
"Green sea turtle","Threatened","Reptiles","Hawaii"
"Grizzly bear","Threatened","Mammals","Montana"
"Grizzly bear","Threatened","Mammals","Wyoming"
"Grizzly bear","Threatened","Mammals","Washington"
"Grizzly bear","Threatened","Mammals","Idaho"
"Guajon","Threatened","Amphibians","Puerto Rico"
"Gulf Coast jaguarundi","Endangered","Mammals","Texas"
"Gulf moccasinshell","Endangered","Clams","Florida"
"Gulf moccasinshell","Endangered","Clams","Alabama"
"Gulf moccasinshell","Endangered","Clams","Georgia"
"Gunnison sage-grouse","Threatened","Birds","Utah"
"Gunnison sage-grouse","Threatened","Birds","Colorado"
"Guyandotte River crayfish","Endangered","Crustaceans","West Virginia"
"Harper's beauty","Endangered","Flowering Plants","Florida"
"Hawaii akepa","Endangered","Birds","Hawaii"
"Hawaiian coot","Endangered","Birds","Hawaii"
"Hawaiian goose","Threatened","Birds","Hawaii"
"Hawaiian hoary bat","Endangered","Mammals","Hawaii"
"Hawaiian (=koloa) Duck","Endangered","Birds","Hawaii"
"Hawaiian stilt","Endangered","Birds","Hawaii"
"Hawaiian vetch","Endangered","Flowering Plants","Hawaii"
"Hawksbill sea turtle","Endangered","Reptiles","New York"
"Hawksbill sea turtle","Endangered","Reptiles","Texas"
"Hawksbill sea turtle","Endangered","Reptiles","Massachusetts"
"Hawksbill sea turtle","Endangered","Reptiles","Virginia"
"Hawksbill sea turtle","Endangered","Reptiles","Puerto Rico"
"Hawksbill sea turtle","Endangered","Reptiles","New Jersey"
"Hawksbill sea turtle","Endangered","Reptiles","New Hampshire"
"Hawksbill sea turtle","Endangered","Reptiles","Hawaii"
"Hawksbill sea turtle","Endangered","Reptiles","Alabama"
"Hawksbill sea turtle","Endangered","Reptiles","Rhode Island"
"Hawksbill sea turtle","Endangered","Reptiles","Louisiana"
"Hawksbill sea turtle","Endangered","Reptiles","Georgia"
"Hawksbill sea turtle","Endangered","Reptiles","Maine"
"Hawksbill sea turtle","Endangered","Reptiles","Mississippi"
"Hawksbill sea turtle","Endangered","Reptiles","Florida"
"Hawksbill sea turtle","Endangered","Reptiles","North Carolina"
"Hawksbill sea turtle","Endangered","Reptiles","Connecticut"
"Hawksbill sea turtle","Endangered","Reptiles","Guam"
"Hawksbill sea turtle","Endangered","Reptiles","Palau"
"Hawksbill sea turtle","Endangered","Reptiles","American Samoa"
"Hawksbill sea turtle","Endangered","Reptiles","Delaware"
"Hawksbill sea turtle","Endangered","Reptiles","Virgin Islands"
"Hawksbill sea turtle","Endangered","Reptiles","Maryland"
"Hawksbill sea turtle","Endangered","Reptiles","Northern Mariana Islands"
"Hell Creek Cave crayfish","Endangered","Crustaceans","Arkansas"
"Higgins eye (pearlymussel)","Endangered","Clams","South Dakota"
"Higgins eye (pearlymussel)","Endangered","Clams","Wisconsin"
"Higgins eye (pearlymussel)","Endangered","Clams","Missouri"
"Higgins eye (pearlymussel)","Endangered","Clams","Minnesota"
"Higgins eye (pearlymussel)","Endangered","Clams","Iowa"
"Higgins eye (pearlymussel)","Endangered","Clams","Illinois"
"Higo Chumbo","Threatened","Flowering Plants","Puerto Rico"
"Higuero de sierra","Endangered","Flowering Plants","Puerto Rico"
"Hine's emerald dragonfly","Endangered","Insects","Illinois"
"Hine's emerald dragonfly","Endangered","Insects","Wisconsin"
"Hine's emerald dragonfly","Endangered","Insects","Michigan"
"Hine's emerald dragonfly","Endangered","Insects","Missouri"
"Humpback chub","Endangered","Fishes","Arizona"
"Humpback chub","Endangered","Fishes","Utah"
"Humpback chub","Endangered","Fishes","Nevada"
"Humpback chub","Endangered","Fishes","Wyoming"
"Humpback chub","Endangered","Fishes","Colorado"
"Hungerford's crawling water Beetle","Endangered","Insects","Michigan"
"`I`iwi","Threatened","Birds","Hawaii"
"Indiana bat","Endangered","Mammals","Pennsylvania"
"Indiana bat","Endangered","Mammals","Iowa"
"Indiana bat","Endangered","Mammals","Illinois"
"Indiana bat","Endangered","Mammals","Mississippi"
"Indiana bat","Endangered","Mammals","North Carolina"
"Indiana bat","Endangered","Mammals","Alabama"
"Indiana bat","Endangered","Mammals","Michigan"
"Indiana bat","Endangered","Mammals","Indiana"
"Indiana bat","Endangered","Mammals","Missouri"
"Indiana bat","Endangered","Mammals","Tennessee"
"Indiana bat","Endangered","Mammals","Ohio"
"Indiana bat","Endangered","Mammals","Georgia"
"Indiana bat","Endangered","Mammals","Arkansas"
